"norm","t","skst","ald","aparch-skst","NA","fix.ald","his"
"104",-0.0457114765029009,-0.050907434748724,-0.0598522938916879,-0.0671052743991238,-0.0439859560812556,-0.0439859560812556,-0.0772530853620468,-0.0683550421569539
"105",-0.0451944956655911,-0.0491807636510752,-0.0537032446767461,-0.0683228880061445,-0.0493321505337568,-0.0493321505337568,-0.0772530853620468,-0.0683550421569539
"106",-0.0447628551928505,-0.0478465297358944,-0.0512826866323764,-0.0672146438522927,-0.0436029887695635,-0.0436029887695635,-0.0771815502151313,-0.0683550421569539
"107",-0.0446552410510928,-0.0472600337630644,-0.0513764117951942,-0.0672519781411925,-0.0469048129000728,-0.0469048129000728,-0.0771815502151313,-0.0683550421569539
"108",-0.0430046800599805,-0.0434769695906186,-0.0443450085686233,-0.0603790027336295,-0.0453969127452678,-0.0453969127452678,-0.0771815502151313,-0.0683550421569539
"109",-0.0414946927154179,-0.040211896562134,-0.0397396163941335,-0.0533057804257125,-0.0446598462097237,-0.0446598462097237,-0.0771815502151313,-0.0683550421569539
"110",-0.0435816353443776,-0.0458297953278294,-0.0556514872125445,-0.0669172152683839,-0.0500253086800146,-0.0500253086800146,-0.0771815502151313,-0.0683550421569539
"111",-0.0419404173189402,-0.0420935936028202,-0.0469053316258072,-0.0592002190258583,-0.0462057700544902,-0.0462057700544902,-0.0773191624956953,-0.0683550421569539
"112",-0.0403797452281231,-0.0387514780241773,-0.0407378148336897,-0.0526930715129723,-0.0476584679141755,-0.0476584679141755,-0.0773191624956953,-0.0683550421569539
"113",-0.0564418867338805,-0.0727668684658401,-0.138778555518682,-0.0963719316224507,-0.0651306064153814,-0.0651306064153814,-0.0773191624956953,-0.0683550421569539
"114",-0.0537114079388805,-0.0648797305520661,-0.0932734939822383,-0.0772829001983043,-0.0586653922245432,-0.0586653922245432,-0.0773191624956953,-0.0683550421569539
"115",-0.0546023824875777,-0.0647169330585395,-0.0774440662947866,-0.084409513618727,-0.0667731636432193,-0.0667731636432193,-0.0773191624956953,-0.0683550421569539
