"norm","t","skst","ald","aparch.t","fix.ald","his"
"72",-0.0274499566065368,-0.0344045148785179,-0.0445519225761069,-0.0430817948654294,-0.0299182297974374,-0.0505671340873658,-0.0560135194269373
"73",-0.026449459075764,-0.031851065832845,-0.0364446115780802,-0.0380442710593343,-0.0296251457408837,-0.0505671340873658,-0.0560135194269373
"74",-0.0254767279613448,-0.0295439169724959,-0.030786852857692,-0.0334808835759759,-0.0293453014949899,-0.0505671340873658,-0.0560135194269373
"75",-0.0249504083416676,-0.0280087908574624,-0.028037258106204,-0.0331952003762126,-0.0290422548020535,-0.0505671340873658,-0.0560135194269373
"76",-0.0266567740852681,-0.0294782311447062,-0.0358549560076039,-0.0400838674977422,-0.0294065795624352,-0.0505167821716943,-0.0558892744633925
"77",-0.0274344887529024,-0.0308551359560336,-0.0355871127949765,-0.0436280155554414,-0.0291792083010877,-0.0505167821716943,-0.0558892744633925
"78",-0.0264052135474624,-0.0283716964562926,-0.0302371650032249,-0.0373717630282044,-0.0289524627555694,-0.0505167821716943,-0.0558892744633925
"79",-0.0261646013099761,-0.0278146378016994,-0.029005015759042,-0.0378581928089261,-0.0286601547008146,-0.0505167821716943,-0.0558892744633925
"80",-0.0252687052755722,-0.0257992935358098,-0.0258134038114162,-0.0337945064529777,-0.0284665683329823,-0.0505167821716943,-0.0558892744633925
"81",-0.0258904889606173,-0.0271642830755541,-0.0304633805131482,-0.0375750241801143,-0.0287987823636111,-0.0504980371928412,-0.0558892744633925
"82",-0.0282362846239259,-0.0318316024594835,-0.0397018774217094,-0.0450248597189784,-0.029863038505475,-0.0504980371928412,-0.0558892744633925
"83",-0.0271427736744017,-0.0292178633941256,-0.0330465626111395,-0.0384077662602067,-0.0295894899353963,-0.0504980371928412,-0.0558892744633925
"84",-0.0261214097235801,-0.0269080895910284,-0.0283929297083632,-0.0330606708303094,-0.0293488535106821,-0.0504980371928412,-0.0558892744633925
"85",-0.0257711415825458,-0.026155586844812,-0.0276039638274602,-0.0335399759933352,-0.0293071175529605,-0.0504980371928412,-0.0558892744633925
"86",-0.0252806352843257,-0.0251006456328302,-0.0266858580447364,-0.0329239061102271,-0.0292100562214095,-0.0503609538394762,-0.0558892744633925
"87",-0.0243789372014951,-0.0232631849313795,-0.0237898532215451,-0.0288543524220586,-0.0289794783890088,-0.0503609538394762,-0.0558892744633925
"88",-0.024290480081861,-0.0234972131555867,-0.0242843477748239,-0.0318140024319291,-0.0286916835848621,-0.0503609538394762,-0.0558892744633925
"89",-0.0234407839012281,-0.0218285363030227,-0.0220264253572806,-0.0279201893135905,-0.0284690009216245,-0.0503609538394762,-0.0558892744633925
"90",-0.0226142433909509,-0.0202902660026279,-0.020125918021843,-0.0248021213337779,-0.0282255157246968,-0.0503609538394762,-0.0558892744633925
"91",-0.0227705472260749,-0.0212175801153197,-0.0239040934564636,-0.0280407490208745,-0.0282742143094515,-0.0502944865813497,-0.0558892744633925
"92",-0.0224740256248466,-0.0209583513599602,-0.0237031918128974,-0.0284873647615314,-0.0281873670440067,-0.0502944865813497,-0.0558892744633925
"93",-0.0225591562626321,-0.0215231205455186,-0.0245074436764905,-0.031564780510962,-0.0279165545908198,-0.0502944865813497,-0.0558892744633925
"94",-0.0276025052844298,-0.0325558556838487,-0.0447480214890789,-0.0457758782431483,-0.0281310658460681,-0.0502944865813497,-0.0558892744633925
"95",-0.0267224934172804,-0.0301448233689658,-0.0369265428428079,-0.0407351413741708,-0.0279810279219835,-0.0502944865813497,-0.0558892744633925
"96",-0.0260144695255977,-0.0284732169975003,-0.0319205212511499,-0.0386845087632537,-0.0277017051951291,-0.0502036736029536,-0.0558892744633925
"97",-0.0260493050701403,-0.0282516084424131,-0.0310132315250947,-0.0393325695767999,-0.0278548163515792,-0.0502036736029536,-0.0558892744633925
"98",-0.0251432646408438,-0.0261354067837101,-0.0271019239645508,-0.0352528179064393,-0.0275967558355325,-0.0502036736029536,-0.0558892744633925
"99",-0.0245445229337704,-0.0248252505599752,-0.025233030300956,-0.0340621685609221,-0.0273252050771193,-0.0502036736029536,-0.0558892744633925
"100",-0.0243281794196126,-0.0244553250749451,-0.0256240517646361,-0.0343655934557319,-0.0273453945141522,-0.0502036736029536,-0.0558892744633925
"101",-0.0237859625100352,-0.0233813260146869,-0.0237756643360152,-0.0333477510139346,-0.0268833410735702,-0.050175366705023,-0.0557685501297314
"102",-0.0276740298367396,-0.0319348884275155,-0.0419521124801438,-0.044919247739017,-0.0270897216234064,-0.050175366705023,-0.0557685501297314
"103",-0.0272674751606781,-0.0305357693626641,-0.0362895385404807,-0.0432009575888515,-0.0268445718451856,-0.050175366705023,-0.0557685501297314
"104",-0.0263104635979577,-0.0281884591152553,-0.0308542638254957,-0.0380835263058543,-0.0266121020848037,-0.050175366705023,-0.0557685501297314
"105",-0.0255901679891595,-0.0265044444373971,-0.027571353559019,-0.0356429954990745,-0.0265238252018795,-0.050175366705023,-0.0557685501297314
"106",-0.0252735345252796,-0.0253101096681961,-0.0266270915605866,-0.0349545618519187,-0.0262886874504633,-0.0501618683051221,-0.0557685501297314
"107",-0.0252057133721497,-0.0251529824240004,-0.0268296267010148,-0.0356161734089255,-0.0260648461411978,-0.0501618683051221,-0.0557685501297314
"108",-0.0248459899983611,-0.0246016711819769,-0.0262965990042981,-0.0355952186509967,-0.0260892819477002,-0.0501618683051221,-0.0557685501297314
"109",-0.0252062052625027,-0.0254093670021673,-0.0281145875238038,-0.0374991679564118,-0.0258961352087567,-0.0501618683051221,-0.0557685501297314
"110",-0.0243020175342235,-0.0235226612870351,-0.0248260700142108,-0.0329357804730535,-0.0257364999298289,-0.0501618683051221,-0.0557685501297314
"111",-0.0248521022216067,-0.0251708550784142,-0.0287650279784463,-0.0368632609024644,-0.0260889215946368,-0.0501108735686984,-0.0557685501297314
"112",-0.0272266490944239,-0.030489476708488,-0.0385884974277744,-0.044347601942718,-0.027225728783825,-0.0501108735686984,-0.0557685501297314
"113",-0.0303229885179741,-0.0360657083986255,-0.0447888944833395,-0.0520873116329312,-0.0288155536506978,-0.0501108735686984,-0.0557685501297314
"114",-0.0291968279102838,-0.0329975045387707,-0.0367356538822604,-0.0452261650934815,-0.0285443206595679,-0.0501108735686984,-0.0557685501297314
"115",-0.0281154559505831,-0.030268145164138,-0.0310598358015158,-0.0395882176235318,-0.0282814018588831,-0.0501108735686984,-0.0557685501297314
"116",-0.0272118790779123,-0.0283714059057159,-0.027525956173123,-0.0355875352397561,-0.0280136899759966,-0.0500331162198806,-0.0557685501297314
"117",-0.0269684496647553,-0.0279752123131172,-0.0274437126586942,-0.0360746635124087,-0.0277579945538948,-0.0500331162198806,-0.0557685501297314
"118",-0.0259635381380097,-0.0258219777957885,-0.0243701950239738,-0.0318601028993726,-0.0275634614287004,-0.0500331162198806,-0.0557685501297314
"119",-0.0257386817797916,-0.0254950107685942,-0.0258511842275776,-0.033628405071795,-0.027604844602409,-0.0500331162198806,-0.0557685501297314
"120",-0.0248833391114779,-0.0238590911891482,-0.0234441796082401,-0.030375667847693,-0.0273568644286214,-0.0500331162198806,-0.0557685501297314
"121",-0.0239696158423772,-0.021818629124878,-0.0213111749194307,-0.0268129399046302,-0.0271554153604322,-0.0500303194374542,-0.0557685501297314
"122",-0.0336178439980305,-0.042638420106277,-0.0887734652484586,-0.0516413943842053,-0.0310220748103814,-0.0500303194374542,-0.0557685501297314
"123",-0.0321987364822873,-0.0386348179086892,-0.0655686785515401,-0.043306709267199,-0.0307368414046968,-0.0500303194374542,-0.0557685501297314
"124",-0.0308760644155271,-0.0351568593257317,-0.0508338414087512,-0.0371777219697833,-0.0304891549471978,-0.0500303194374542,-0.0557685501297314
"125",-0.0305641207050522,-0.0339261583965924,-0.0427884261526325,-0.0389159889891744,-0.0302031489292855,-0.0500303194374542,-0.0557685501297314
"126",-0.0297522830644652,-0.0318846797326902,-0.0372696696080918,-0.0376313226297498,-0.030288962840219,-0.0500107550357725,-0.0556381582334759
"127",-0.0293645646714729,-0.0309249283972596,-0.0337736021008379,-0.0385348917916417,-0.0300086925313974,-0.0500107550357725,-0.0556381582334759
"128",-0.0282015608157059,-0.0283748885904473,-0.0289028899619144,-0.0329619040712714,-0.029751795385992,-0.0500107550357725,-0.0556381582334759
"129",-0.0271208986232489,-0.0261456455304935,-0.0255986304575054,-0.0291404547169805,-0.0295283072182215,-0.0500107550357725,-0.0556381582334759
"130",-0.0279141692995073,-0.0283453427347401,-0.0329951436155103,-0.0356939854100347,-0.0299300684419087,-0.0500107550357725,-0.0556381582334759
"131",-0.0341183125911928,-0.0409224997411286,-0.0606477459911486,-0.0529379351064563,-0.0305037842674492,-0.0498751986657421,-0.0556381582334759
"132",-0.0332785132816709,-0.0382828195095087,-0.0484220192393821,-0.0494527397677302,-0.0302100021196089,-0.0498751986657421,-0.0556381582334759
"133",-0.031873126365833,-0.0348200874906458,-0.0392046939259921,-0.041101430542767,-0.0299551220406007,-0.0498751986657421,-0.0556381582334759
"134",-0.0305709411590108,-0.0318181895497682,-0.0330534790092852,-0.0355809694156051,-0.0297319127818547,-0.0498751986657421,-0.0556381582334759
"135",-0.0298715745097592,-0.0303167473606627,-0.0310721488230411,-0.0358163611963391,-0.0297044717295755,-0.0498751986657421,-0.0556381582334759
"136",-0.0287034094688329,-0.0278679311271309,-0.027086230949547,-0.0317849451676011,-0.0294930944682184,-0.049744547036473,-0.0556381582334759
"137",-0.0277067688462234,-0.0259629215359595,-0.0250676575234882,-0.0297716120257974,-0.0293175025991727,-0.049744547036473,-0.0556381582334759
"138",-0.0270846197039313,-0.0250409404893196,-0.0244661439529681,-0.0305142486467957,-0.0290372233239894,-0.049744547036473,-0.0556381582334759
"139",-0.0263518086961979,-0.0238780523514042,-0.0233097440805392,-0.0299628591164947,-0.0287617911557442,-0.049744547036473,-0.0556381582334759
"140",-0.0258631593243234,-0.0233796125040349,-0.0244945400561483,-0.03087327349931,-0.0287138002269742,-0.049744547036473,-0.0556381582334759
"141",-0.0254264276106287,-0.023361169989594,-0.0240332950264544,-0.0315157463774085,-0.0284450283721598,-0.0496807011582269,-0.0556381582334759
"142",-0.0283293397255789,-0.0310125029269505,-0.0420735744071089,-0.0419555464759469,-0.0284822384699079,-0.0496807011582269,-0.0556381582334759
"143",-0.0273210962191995,-0.0286919612041452,-0.0347827072866246,-0.037004635669291,-0.0282281431791463,-0.0496807011582269,-0.0556381582334759
"144",-0.0280678011784137,-0.0303320680180929,-0.0351497143561708,-0.0407601473852992,-0.0280502235355607,-0.0496807011582269,-0.0556381582334759
"145",-0.0269937984528262,-0.0278925891991001,-0.03011692901268,-0.0354088610038161,-0.0278616971974263,-0.0496807011582269,-0.0556381582334759
"146",-0.0259002952543966,-0.0247643250752219,-0.0260873275886544,-0.0299011124297976,-0.0276472748872227,-0.0495107764356212,-0.0556381582334759
"147",-0.0268872010623167,-0.0275380066801096,-0.0328662439226018,-0.0366224208846688,-0.0281951695933577,-0.0495107764356212,-0.0556381582334759
"148",-0.0258852968803993,-0.0253660924818522,-0.0282578013264018,-0.0316818477585912,-0.0279607461097601,-0.0495107764356212,-0.0556381582334759
"149",-0.0249900579535215,-0.0235994438001143,-0.0252961779568993,-0.0291579170152545,-0.0277920624729723,-0.0495107764356212,-0.0556381582334759
"150",-0.0240690757811521,-0.0218275766630281,-0.0227199551755371,-0.0255089951679111,-0.027589207325283,-0.0495107764356212,-0.0556381582334759
"151",-0.025737716015439,-0.02666051042463,-0.0349227218596365,-0.0346772605553269,-0.0281562768448141,-0.0496481896995518,-0.0555463942917406
"152",-0.0248931636509566,-0.024883851654171,-0.0298879904503896,-0.0314031494781375,-0.0278951836893761,-0.0496481896995518,-0.0555463942917406
"153",-0.0240392177569089,-0.0231436472899121,-0.0265717670915162,-0.0286491354927421,-0.0277081452698636,-0.0496481896995518,-0.0555463942917406
"154",-0.0234189079998369,-0.0220229677544738,-0.0250988341738013,-0.0281083630397916,-0.0275835107066258,-0.0496481896995518,-0.0555463942917406
"155",-0.0236481879231148,-0.0229649613245599,-0.0278624529924305,-0.0315058277919888,-0.0277232622383313,-0.0496481896995518,-0.0555463942917406
"156",-0.025748358637466,-0.0278514251507581,-0.0363140410940951,-0.0389988301321864,-0.0285480746016933,-0.0494842004126902,-0.0555463942917406
"157",-0.0254988230459364,-0.0271461356955363,-0.0331365397858389,-0.0389249296858907,-0.0282807285344405,-0.0494842004126902,-0.0555463942917406
"158",-0.0246455947968564,-0.025220698135296,-0.0289383635698039,-0.0349517678841949,-0.0280196526385109,-0.0494842004126902,-0.0555463942917406
"159",-0.0237485262759871,-0.0233076232997493,-0.0256262942064395,-0.0301117775961757,-0.0277862790406487,-0.0494842004126902,-0.0555463942917406
"160",-0.0228998221569998,-0.021600294441741,-0.0231656329558718,-0.0260718399658799,-0.0275584308260139,-0.0494842004126902,-0.0555463942917406
"161",-0.0229367935385537,-0.0220334921561034,-0.0253324354480956,-0.0286727445200086,-0.0276135057836344,-0.0490861987473688,-0.0555463942917406
"162",-0.0222120598657396,-0.0206159318564434,-0.0233843347099334,-0.0261155655607581,-0.0273663296846038,-0.0490861987473688,-0.0555463942917406
"163",-0.0214846192763483,-0.0192763354570526,-0.0217078195121789,-0.0241067027673125,-0.0271747993133155,-0.0490861987473688,-0.0555463942917406
"164",-0.0264023780002017,-0.0309312417300582,-0.0577279055871497,-0.0391896581277251,-0.0273700087635204,-0.0490861987473688,-0.0555463942917406
"165",-0.0254081565371228,-0.0283485115059563,-0.0455816100737923,-0.0336935045197606,-0.0271666184384847,-0.0490861987473688,-0.0555463942917406
"166",-0.0244344798268468,-0.0266020033636447,-0.0336198651586299,-0.0296714482828975,-0.0269708966124306,-0.0490912882199244,-0.0555463942917406
"167",-0.0248370752964181,-0.027137739888953,-0.0334923323256999,-0.0336362281814218,-0.0272367083117729,-0.0490912882199244,-0.0555463942917406
"168",-0.0239304286231768,-0.0250455924323922,-0.028680098461429,-0.0291393371298909,-0.0270135726044072,-0.0490912882199244,-0.0555463942917406
"169",-0.0242278968158853,-0.025586711965989,-0.0302340671930691,-0.0326742650941014,-0.0272101491208501,-0.0490912882199244,-0.0555463942917406
"170",-0.0233738200206613,-0.0237146901581124,-0.0263346607297397,-0.0288384268060327,-0.0269795320426483,-0.0490912882199244,-0.0555463942917406
"171",-0.0233269377986494,-0.0234929470164933,-0.026194344468031,-0.0303449342027307,-0.0267420124860279,-0.049228614958921,-0.0555463942917406
"172",-0.0225259284676569,-0.0218126818399843,-0.0236834443677298,-0.0272647244855762,-0.0265583910516987,-0.049228614958921,-0.0555463942917406
"173",-0.0222418741851485,-0.021417623469195,-0.0232524358038873,-0.0278471270576119,-0.0263177476754244,-0.049228614958921,-0.0555463942917406
"174",-0.0216118192162911,-0.0202223756807579,-0.0215238747855995,-0.0258702551946044,-0.0260875505426273,-0.049228614958921,-0.0555463942917406
"175",-0.0209963432350905,-0.0191231496463442,-0.0207562188790109,-0.0249222619459033,-0.0259464699152648,-0.049228614958921,-0.0555463942917406
"176",-0.0210036346615639,-0.0219356695442547,-0.0222938529388614,-0.0267352676019073,-0.0252544523874196,-0.0488404502916625,-0.0554905523363739
"177",-0.0205477836000966,-0.0212947343805682,-0.0216685408578577,-0.0265565933659673,-0.0251533892057379,-0.0488404502916625,-0.0554905523363739
"178",-0.019869473603363,-0.0201312294989103,-0.0199845378472005,-0.0235458137467504,-0.0249816183775709,-0.0488404502916625,-0.0554905523363739
"179",-0.0192242649583582,-0.0190637074764284,-0.0186686574336384,-0.0209194840863347,-0.0248100852362537,-0.0488404502916625,-0.0554905523363739
"180",-0.0191697544750151,-0.0194432029291774,-0.020647456194355,-0.0232988269999623,-0.0247852405053287,-0.0488404502916625,-0.0554905523363739
"181",-0.0194163718294117,-0.0187579055637753,-0.0213114547373867,-0.0261604087427258,-0.0245855458148451,-0.0488088185288297,-0.0554905523363739
"182",-0.0191487026423349,-0.0183798371240087,-0.0216269477949855,-0.0263495603576303,-0.0245169876618581,-0.0488088185288297,-0.0554905523363739
"183",-0.018541339928164,-0.0172502934681036,-0.0196490487470799,-0.0229153549298644,-0.0243455481633875,-0.0488088185288297,-0.0554905523363739
"184",-0.0196514459017983,-0.0204560514343026,-0.024017342221343,-0.0281912041828036,-0.0242011045755636,-0.0488088185288297,-0.0554905523363739
"185",-0.0190380046880731,-0.0191723207837762,-0.0214146258505028,-0.0247041927650571,-0.0240263410977166,-0.0488088185288297,-0.0554905523363739
"186",-0.0184371699400075,-0.0170236063819647,-0.0203644377334647,-0.0226848525926471,-0.023885740560834,-0.0487537975872345,-0.0554905523363739
"187",-0.0190894660470487,-0.0187604902758901,-0.0233528517284924,-0.0264141010120511,-0.023719193156533,-0.0487537975872345,-0.0554905523363739
"188",-0.019226834793588,-0.0190971186782158,-0.0233754902637435,-0.0275376951321959,-0.0235336797499867,-0.0487537975872345,-0.0554905523363739
"189",-0.0197369135571114,-0.0204228299806641,-0.025575842374074,-0.0307791167870164,-0.0237161336619533,-0.0487537975872345,-0.0554905523363739
"190",-0.0194549736880651,-0.0198192367993547,-0.0241083275636247,-0.0301736639812589,-0.0236716316895214,-0.0487537975872345,-0.0554905523363739
"191",-0.0221779729218801,-0.0271753009344277,-0.0346131372906026,-0.0380139565095305,-0.0246000388756314,-0.0486646959197564,-0.0554905523363739
"192",-0.0214364309501775,-0.025492614675167,-0.0293476517787852,-0.0327167334035039,-0.0244148671541497,-0.0486646959197564,-0.0554905523363739
